ID	hep_mean	hep_wssv_mean	theta	prob	log2FC	lminusProb	log2FC_SigInv	hep_1	hep_2	hep_3	hep_wssv_1	hep_wssv_2	hep_wssv_3	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_wssv_1_normalized	hep_wssv_2_normalized	hep_wssv_3_normalized	Expression
XM_027368076.1	322.431057385235	2628.37642023467	-1.93752065029842	0.996211265338901	-3.02710928479514	0.00378873466109886	3.02710928479514	537	484	246	1478	2279	1782	390.044008911158	410.34446905772	166.904694186826	1447.70813329628	2721.56685808065	3715.85426932708	Down_hep_Up_hep_wssv
XM_027368185.1	971.313972797092	12672.1100408607	-2.0530775554787	0.999999998738675	-3.70557524269394	1.26132471134355e-09	3.70557524269394	1790	459	1805	12134	2477	11113	1300.14669637053	389.148990284077	1224.64623173667	11885.3115625284	2958.01715992355	23173.0014001301	Down_hep_Up_hep_wssv
XM_027368186.1	664.489709048169	6566.88888447829	-1.81656721653598	0.99566802591629	-3.30489128245038	0.00433197408370978	3.30489128245038	1372	314	1077	6240	1391	5720	996.537020905231	266.21521339695	730.716892842324	6112.11011621704	1661.12308011855	11927.4334570993	Down_hep_Up_hep_wssv
XM_027368191.1	112.64323111909	379.288535092419	-0.929766925020709	0.992167068777233	-1.75153514064344	0.0078329312227674	1.75153514064344	119	179	147	356	247	237	86.4343334458619	151.759628019281	99.7357318921278	348.703718168792	294.965780581799	494.196106526666	Down_hep_Up_hep_wssv
XM_027368196.1	1261.62672857621	330.793704361265	1.54865380236856	0.997951823953046	1.93128144758972	0.00204817604695373	-1.93128144758972	1571	1397	2151	312	280	169	1141.07846927268	1184.40335387115	1459.39836258481	305.605505810852	334.374164222283	352.40144305066	Up_hep_Down_hep_wssv
XM_027368197.1	540.333192577701	172.918024681602	1.05222025806755	0.995206104513571	1.64376104830006	0.00479389548642895	-1.64376104830006	683	621	882	143	139	102	496.089493643056	526.495692737281	598.414391352767	140.069190163307	165.99288866749	212.691995214008	Up_hep_Down_hep_wssv
XM_027368211.1	1.36456108511643	762.026018797681	-2.35492704273357	0.996609747525117	-9.12525946918554	0.00339025247488267	9.12525946918554	0	4	0	456	1453	50	0.363169468259924	3.39127660378281	0.339237183306557	446.654200800476	1735.16307362492	104.260781967651	Down_hep_Up_hep_wssv
XM_027368222.1	504.436259469039	2147.96148535437	-1.32703522766632	0.99859021239643	-2.09022423777884	0.00140978760357013	2.09022423777884	293	1145	486	2914	1375	934	212.817308400315	970.752927832829	329.738542173974	2854.27706388725	1642.01598502014	1947.59140715572	Down_hep_Up_hep_wssv
XM_027368228.1	501.301785828115	120.427228624555	0.922905210773136	0.989468173047296	2.05751775089372	0.0105318269527044	-2.05751775089372	847	384	830	223	62	33	615.209079232311	325.562553963149	563.133724288885	218.429576268654	74.0399935063626	68.8121160986496	Up_hep_Down_hep_wssv
XM_027368244.1	655.174115855746	2564.4666844505	-1.44901316274639	0.996946637341951	-1.968708562802	0.00305336265804868	1.968708562802	794	721	1146	3984	1741	821	576.713115596759	611.277607831851	777.531624138629	3902.34722804626	2079.09078539641	1711.96203990883	Down_hep_Up_hep_wssv
XM_027368247.1	119.516428766399	528.956329564198	-1.10847165834943	0.992940553474209	-2.14593967373774	0.00705944652579105	2.14593967373774	167	167	141	792	433	141	121.298602398815	141.585798207932	95.6648856924491	775.767822442931	517.085761100887	294.015405148776	Down_hep_Up_hep_wssv
XM_027368257.1	107.91649831594	7.00970721825328	1.1552347727074	0.997068713061772	3.94441744429004	0.00293128693822786	-3.94441744429004	198	113	124	2	2	8	143.81510943093	95.8035640568643	84.1308214600262	1.95900965263367	2.38838688730202	16.6817251148242	Up_hep_Down_hep_wssv
XM_027368263.1	133.453221587012	17.1321206605263	1.11448181409502	0.995483168529351	2.96155848453522	0.00451683147064874	-2.96155848453522	243	136	160	8	26	6	176.500361574323	115.303404528615	108.555898658098	7.83603861053466	31.0490295349263	12.5112938361181	Up_hep_Down_hep_wssv
XM_027368265.1	996.523295845825	59.9382604208586	1.67946382224889	0.993627057845087	4.05535441306536	0.00637294215491302	-4.05535441306536	2038	1148	790	22	33	57	1480.27875262745	973.296385285666	535.99474962436	21.5491061789703	39.4083836404833	118.857291443122	Up_hep_Down_hep_wssv
XM_027368306.1	1022.29387684115	75.7146936552174	1.74274792584842	0.995825815198978	3.75509286884204	0.00417418480102216	-3.75509286884204	845	1489	1755	16	102	43	613.756401359271	1262.40271575815	1190.72251340602	15.6720772210693	121.807731252403	89.6642724921798	Up_hep_Down_hep_wssv
XM_027368330.1	69.337818495095	280.179357140282	-0.913214455556532	0.989652210987072	-2.01463631347484	0.0103477890129284	2.01463631347484	87	118	66	265	146	195	63.1914874772268	100.042659811593	44.7793081964655	259.568778973961	174.352242773047	406.617049673839	Down_hep_Up_hep_wssv
XM_027368333.1	68.8415017486741	245.226111668311	-0.872606408117036	0.986581772563151	-1.83276213070327	0.0134182274368491	1.83276213070327	123	79	74	339	221	67	89.3396891919413	66.9777129247104	50.2071031293705	332.052136121406	263.916751046873	139.709447836652	Down_hep_Up_hep_wssv
XM_027368361.1	405.786294828113	68.1228332865227	0.949632792862628	0.991120722927741	2.57450979552799	0.00887927707225855	-2.57450979552799	725	341	592	152	29	10	526.59572897689	289.106330472484	401.656825034964	148.884733600159	34.6316098658793	20.8521563935302	Up_hep_Down_hep_wssv
XM_027368398.1	85.8357398158994	281.32507131904	-0.842801020183627	0.986103808727492	-1.71258775005841	0.0138961912725082	1.71258775005841	97	135	107	270	157	188	70.4548768424252	114.45558537767	72.5967572276032	264.466303105545	187.488370653209	392.020540198368	Down_hep_Up_hep_wssv
XM_027368409.1	311.256257483536	61.0405488605014	1.2540710185731	0.99503407871785	2.35026300168017	0.00496592128215001	-2.35026300168017	551	234	494	60	50	31	400.212754022436	198.389681321294	335.166337106878	58.77028957901	59.7096721825505	64.6416848199436	Up_hep_Down_hep_wssv
XM_027368410.1	279.99839322146	67.6200152737538	0.912944309547206	0.989466411092202	2.04989630103404	0.0105335889077979	-2.04989630103404	477	214	460	93	22	41	346.463672719967	181.43329830238	312.098208642033	91.0939488474654	26.2722557603222	85.4938412134738	Up_hep_Down_hep_wssv
XM_027368411.1	314.353953434907	57.0114247834384	1.27786544466791	0.99519328278703	2.46306694540985	0.00480671721296988	-2.46306694540985	536	221	540	65	48	24	389.317669974638	187.368032359	366.376157971082	63.6678137105941	57.3212852952485	50.0451753444725	Up_hep_Down_hep_wssv
XM_027368412.1	293.185329070896	51.0868715335583	1.22453114435677	0.995710587168634	2.52078841758332	0.00428941283136552	-2.52078841758332	453	210	549	70	36	20	329.031538243491	178.042021698597	372.4824272706	68.5653378421783	42.9909639714364	41.7043127870604	Up_hep_Down_hep_wssv
XM_027368413.1	297.186623812611	65.557636488681	1.00867249052952	0.995988968453152	2.18053343467739	0.00401103154684834	-2.18053343467739	516	215	493	100	46	21	374.790891244241	182.281117453326	334.487862740265	97.9504826316833	54.9328984079465	43.7895284264134	Up_hep_Down_hep_wssv
XM_027368414.1	281.544279174973	48.6280320974156	1.33368999566178	0.999207011799831	2.53350172222342	0.000792988200169376	-2.53350172222342	457	223	477	43	38	28	331.93689398957	189.063670660892	323.632272874456	42.1187075316238	45.3793508587384	58.3860379018845	Up_hep_Down_hep_wssv
XM_027368416.1	269.757588777835	56.9844573361223	1.05748368233086	0.994726757373672	2.24302316685823	0.00527324262632811	-2.24302316685823	487	182	444	78	46	19	353.727062085166	154.303085472118	301.242618776223	76.4013764527129	54.9328984079465	39.6190971477074	Up_hep_Down_hep_wssv
XM_027368417.1	273.005023892627	73.6120008030427	0.905566117902961	0.989781336152835	1.89091461017247	0.0102186638471651	-1.89091461017247	471	212	438	107	57	23	342.105639100848	179.737660000489	297.171772576544	104.807016415901	68.0690262881076	47.9599597051195	Up_hep_Down_hep_wssv
XM_027368418.1	659.705425622365	95.2925538853722	1.53741126575403	0.996714689814391	2.79138657798416	0.00328531018560929	-2.79138657798416	1092	689	887	119	44	56	793.162118679674	584.147395001589	601.806763185832	116.561074331703	52.5445115206444	116.772075803769	Up_hep_Down_hep_wssv
XM_027368419.1	617.518533992684	70.3015257198588	1.57767963657882	0.999047144932882	3.13485453304896	0.000952855067118064	-3.13485453304896	1027	569	920	110	34	30	745.950087805884	482.409096888104	624.196417284065	107.745530894852	40.6025770841343	62.5564691805906	Up_hep_Down_hep_wssv
XM_027368421.1	666.782081410801	92.5920583845792	1.50505648722544	0.996023224471645	2.84825497093219	0.00397677552835507	-2.84825497093219	1163	610	941	108	41	59	844.732183172583	517.169682076878	638.444378982941	105.786521242218	48.9619311896914	123.027722721828	Up_hep_Down_hep_wssv
XM_027368436.1	78.5168588306884	1613.4603684353	-1.86057984199869	0.99963234405345	-4.361011873931	0.000367655946550083	4.361011873931	127	81	110	988	484	1580	92.2450449380207	68.6733512266019	74.6321803274426	967.750768401031	577.989626727089	3294.64071017777	Down_hep_Up_hep_wssv
XM_027368444.1	117.029445944921	8.14743900438325	1.37835369159433	0.994711310891624	3.84438111750365	0.00528868910837588	-3.84438111750365	209	67	210	14	2	4	151.804837732648	56.803883113362	142.479616988754	13.7130675684357	2.38838688730202	8.34086255741208	Up_hep_Down_hep_wssv
XM_027368445.1	99.9323634577922	7.45007109489553	1.31988371670946	0.999421613650782	3.74562587753073	0.000578386349218474	-3.74562587753073	158	67	189	12	8	0	114.761551970136	56.803883113362	128.231655289879	11.754057915802	9.55354754920808	1.04260781967651	Up_hep_Down_hep_wssv
XM_027368446.1	94.0511570511958	4.5518067349384	1.57936019760189	0.998910028933754	4.36893448371081	0.00108997106624553	-4.36893448371081	158	79	148	8	4	0	114.761551970136	66.9777129247104	100.414206258741	7.83603861053466	4.77677377460404	1.04260781967651	Up_hep_Down_hep_wssv
XM_027368447.1	80.4814564153149	6.43079363604229	1.25936960228774	0.994679265787676	3.64558771350387	0.00532073421232393	-3.64558771350387	119	78	131	13	2	2	86.4343334458619	66.1298937737647	88.880142026318	12.7335627421188	2.38838688730202	4.17043127870604	Up_hep_Down_hep_wssv
XM_027368448.1	94.399043167097	13.1478387618635	1.11849107099848	0.995850725321429	2.84394656724922	0.00414927467857074	-2.84394656724922	162	64	164	22	8	4	117.666907716215	54.2604256605249	111.269796124551	21.5491061789703	9.55354754920808	8.34086255741208	Up_hep_Down_hep_wssv
XM_027368462.1	652.665849410049	2794.92481415387	-1.83334218412156	0.99699985465897	-2.09839301616681	0.00300014534102955	2.09839301616681	769	912	923	1983	2704	1541	558.554642183763	773.21106566248	626.231840383905	1942.35807058628	3229.09907163233	3213.317300243	Down_hep_Up_hep_wssv
XM_027368470.1	616.362955001513	2764.73503259482	-1.85321746666148	0.999219553990343	-2.165289161808	0.000780446009657432	2.165289161808	758	897	793	1965	2608	1561	550.564913882045	760.493778398295	538.0301727242	1924.72698371258	3114.45650104183	3255.02161303006	Down_hep_Up_hep_wssv
XM_027368477.1	703.559432902766	2798.75327713079	-1.66642121235166	0.999807039901939	-1.99204010755588	0.000192960098061135	1.99204010755588	795	1033	969	1828	2729	1605	577.439454533279	875.79718292691	657.441661248108	1790.53482250717	3258.95390772361	3346.7711011616	Down_hep_Up_hep_wssv
XM_027368483.1	13471.2214763232	138635.659689457	-1.64990862708191	0.999099195864958	-3.36334581804784	0.000900804135041677	3.36334581804784	15055	21288	16847	53795	36551	153253	10935.0326893063	18048.3740853321	11430.2576543311	52692.462131714	43648.9645588881	319565.552377768	Down_hep_Up_hep_wssv
XM_027368484.1	13413.7371791904	138507.413470657	-1.63972026849881	0.998480188404087	-3.36818005190494	0.00151981159591341	3.36818005190494	14893	21285	16770	51311	37030	153961	10817.3657815901	18045.8306278793	11378.0151281019	50259.372143143	44220.9832183969	321041.88505043	Down_hep_Up_hep_wssv
XM_027368485.1	612.799481953282	2714.6197747653	-1.83005879277892	0.996603825669724	-2.14726315727321	0.00339617433027628	2.14726315727321	694	876	872	1919	2670	1475	504.079221944774	742.689576228435	591.629647686636	1879.669761702	3188.4964945482	3075.6930680457	Down_hep_Up_hep_wssv
XM_027368656.1	79.7024028031309	25.7304487171548	0.837149317353729	0.988446208727773	1.63114660140021	0.0115537912722273	-1.63114660140021	141	70	114	24	24	12	102.413790049299	59.3473405661991	77.346077793895	23.508115831604	28.6606426476242	25.0225876722362	Up_hep_Down_hep_wssv
XM_027368693.1	72.4149572633436	11.3703864298662	0.830998215236366	0.988747162162186	2.67100642985153	0.0112528378378139	-2.67100642985153	106	79	108	26	2	3	76.9919272711039	66.9777129247104	73.2752315942164	25.4671254842376	2.38838688730202	6.25564691805906	Up_hep_Down_hep_wssv
XM_027368710.1	145.96952342356	35.6142263642095	0.887904574235322	0.990369048278768	2.03514162764099	0.00963095172123152	-2.03514162764099	195	187	203	54	12	19	141.63609262137	158.542181226846	137.730296422462	52.893260621109	14.3303213238121	39.6190971477074	Up_hep_Down_hep_wssv
XM_027368746.1	76.9712419471415	344.451850021982	-1.22251374176238	0.997281179925221	-2.16191089585463	0.00271882007477853	2.16191089585463	101	81	131	392	336	119	73.3602325885046	68.6733512266019	88.880142026318	383.965891916198	401.248997066739	248.140661083009	Down_hep_Up_hep_wssv
XM_027368762.1	59.8743859485887	6.41261049642778	0.842592442553478	0.988203573122819	3.22295526984286	0.0117964268771806	-3.22295526984286	110	36	102	2	0	8	79.8972830171832	30.5214894340453	69.2043853945377	1.95900965263367	0.597096721825505	16.6817251148242	Up_hep_Down_hep_wssv
XM_027368823.1	111.076801167414	17.5757355397859	0.880734546903167	0.990129607960003	2.65990056350738	0.00987039203999718	-2.65990056350738	194	98	161	38	6	4	140.90975368485	83.0862767926788	109.234373024711	37.2211834000396	7.16516066190606	8.34086255741208	Up_hep_Down_hep_wssv
XM_027368824.1	68.3724176732704	8.13486455234841	1.01215669268628	0.996110642874384	3.07122421048617	0.00388935712561611	-3.07122421048617	97	54	131	17	3	2	70.4548768424252	45.7822341510679	88.880142026318	16.6515820473862	3.58258033095303	4.17043127870604	Up_hep_Down_hep_wssv
XM_027368856.1	38.1557390454089	147.453887426624	-0.977510355318819	0.99477047121149	-1.9502918818533	0.00522952878850957	1.9502918818533	60	50	42	103	148	79	43.5803361911909	42.3909575472851	28.4959233977508	100.888997110634	176.740629660349	164.732035508889	Down_hep_Up_hep_wssv
XM_027368879.1	199.298053842577	40.9945691185512	0.973504982708711	0.993463100930676	2.28142292019656	0.00653689906932375	-2.28142292019656	316	148	358	43	52	9	229.523103940272	125.477234339964	242.893823247495	42.1187075316238	62.0980590698525	18.7669407541772	Up_hep_Down_hep_wssv
XM_027368880.1	279.76222557766	36.6176783684105	1.32562050870099	0.999459810129881	2.93358894869643	0.000540189870119168	-2.93358894869643	448	210	495	36	45	10	325.399843560892	178.042021698597	335.844811473492	35.262173747406	53.7387049642955	20.8521563935302	Up_hep_Down_hep_wssv
XM_027368899.1	24.935019754712	112.009105397387	-0.885902344283207	0.986859016727689	-2.16737076492445	0.0131409832723108	2.16737076492445	25	22	56	86	141	40	18.1584734129962	18.6520213208054	37.9945645303344	84.2374150632476	168.381275554792	83.4086255741208	Down_hep_Up_hep_wssv
XM_027368901.1	231.42486471303	26.6958073014619	1.1755257563825	0.996014835406777	3.11585879561412	0.00398516459322329	-3.11585879561412	469	121	370	34	6	19	340.652961227809	102.58611726443	251.035515646852	33.3031640947723	7.16516066190606	39.6190971477074	Up_hep_Down_hep_wssv
XM_027368908.1	45.3977450681682	649.007316358729	-1.97089658549151	0.997653063427183	-3.83754219711313	0.00234693657281659	3.83754219711313	78	45	61	960	389	260	56.6544370485481	38.1518617925566	41.3869363634	940.324633264159	464.541249580243	542.156066231785	Down_hep_Up_hep_wssv
XM_027368910.1	105.825013321779	23.9735532298205	1.05029929811502	0.995381900193187	2.14216501190113	0.00461809980681305	-2.14216501190113	145	135	144	18	28	10	105.319145795378	114.45558537767	97.7003087922885	17.631086873703	33.4374164222283	20.8521563935302	Up_hep_Down_hep_wssv
XM_027368929.1	98.3262611814031	3.142570564132	1.29834322808728	0.997743102264425	4.96755974122118	0.00225689773557491	-4.96755974122118	185	83	133	0	0	4	134.372703256172	70.3689895284932	90.2370907595442	0.489752413158416	0.597096721825505	8.34086255741208	Up_hep_Down_hep_wssv
XM_027368934.1	246.499897052047	45.710567969671	0.844640867709353	0.988132955381027	2.43098739392517	0.0118670446189729	-2.43098739392517	479	241	276	18	18	47	347.916350593007	204.324415377914	187.25892518522	17.631086873703	21.4954819857182	98.0051350495919	Up_hep_Down_hep_wssv
XM_027368947.1	256.28475509244	28.2931187521076	1.09880908846167	0.993925854667667	3.17922454457337	0.00607414533233297	-3.17922454457337	348	223	482	62	8	7	252.765949908907	189.063670660892	327.024644707521	60.7292992316436	9.55354754920808	14.5965094754711	Up_hep_Down_hep_wssv
XM_027368948.1	994.666430286009	109.515558288872	1.33908117129145	0.99886311843832	3.18307694656091	0.00113688156168024	-3.18307694656091	1954	614	1539	238	38	24	1419.26628195978	520.560958680661	1044.17205021758	233.122148663406	45.3793508587384	50.0451753444725	Up_hep_Down_hep_wssv
XM_027369037.1	326.688252450587	1059.14391822371	-1.12083170929076	0.992840044336855	-1.69691215621869	0.00715995566314542	1.69691215621869	244	498	561	905	986	534	177.226700510843	422.21393717096	380.624119669957	886.451867816734	1177.4747354399	1113.50515141451	Down_hep_Up_hep_wssv
XM_027369074.1	429.331776670598	144.884189971957	0.890274931168356	0.990368550528964	1.56719278277306	0.00963144947103578	-1.56719278277306	568	498	668	90	133	90	412.560515943274	422.21393717096	453.22087689756	88.1554343685149	158.827728005584	187.669407541772	Up_hep_Down_hep_wssv
XM_027369081.1	5483.64726089187	28702.374415554	-1.60811384499151	0.999046982246959	-2.38796241243401	0.000953017753041019	2.38796241243401	6563	8774	6257	17187	11510	26629	4766.96244037976	7438.76523039759	4245.21411189826	16834.7494499074	13745.1665364231	55527.2072603316	Down_hep_Up_hep_wssv
XM_027369094.1	88.1803810089693	26.4021902361159	0.846328334775356	0.988095638013432	1.73980009491692	0.0119043619865683	-1.73980009491692	102	99	157	23	30	10	74.0865715250245	83.9340959436245	106.520475558259	22.5286110052871	35.8258033095303	20.8521563935302	Up_hep_Down_hep_wssv
XM_027369103.1	121.50016278331	5.63418718715131	1.37150707737366	0.995615068500474	4.43060694067944	0.00438493149952601	-4.43060694067944	188	68	251	4	10	0	136.551720065731	57.6517022643077	170.297066019892	3.91801930526733	11.9419344365101	1.04260781967651	Up_hep_Down_hep_wssv
XM_027369104.1	213.372819874183	9.37294520148561	2.00428608061039	0.999999998830599	4.50873015434964	1.16940079841754e-09	-4.50873015434964	298	138	452	8	10	4	216.449003082915	116.999042830507	306.670413709128	7.83603861053466	11.9419344365101	8.34086255741208	Up_hep_Down_hep_wssv
XM_027369105.1	189.785752424122	53.558285421736	0.77194423769128	0.988628264454596	1.8251900095118	0.0113717355454036	-1.8251900095118	287	184	302	94	33	14	208.459274781196	155.998723774009	204.899258717161	92.0734536737823	39.4083836404833	29.1930189509423	Up_hep_Down_hep_wssv
XM_027369112.1	38.3156526881923	217.905566311086	-1.2565125974316	0.997929866463989	-2.5076972633754	0.00207013353601138	2.5076972633754	70	46	37	186	215	103	50.8437255563893	38.9996809435023	25.1035515646852	182.187897694931	256.751590384967	214.777210853361	Down_hep_Up_hep_wssv
XM_027369113.1	275.369551594068	1724.49122983049	-1.36637287709746	0.997595534530616	-2.64672984131587	0.00240446546938422	2.64672984131587	256	527	285	1101	892	1453	185.942767749081	446.800692548385	193.365194484738	1078.43481377483	1065.2205517367	3029.81832397994	Down_hep_Up_hep_wssv
XM_027369235.1	3005.95029591948	12643.5532323271	-2.72077764129257	1	-2.07250890347628	0	2.07250890347628	3990	4010	4009	10530	13824	5327	2898.09235671419	3399.75479529226	2720.00373575198	10314.1858211162	16508.5301650316	11107.9437108335	Down_hep_Up_hep_wssv
XM_027369299.1	690.212262968213	4609.68478453487	-2.92172102912913	1	-2.73955608949955	0	2.73955608949955	967	788	1032	3728	4330	2401	702.369751614693	668.081490945213	700.185546344734	3651.59399250915	5170.85761100887	5006.6027500866	Down_hep_Up_hep_wssv
XM_027369351.1	309.181465604602	75.3077832110398	1.07099175740994	0.993785396092327	2.03758295395639	0.00621460390767259	-2.03758295395639	425	321	511	48	66	48	308.694048020935	272.14994745357	346.700401339301	47.016231663208	78.8167672809667	100.090350688945	Up_hep_Down_hep_wssv
XM_027369379.1	309.425377595665	85.9979522227739	1.15288707880851	0.9970533626555	1.84721731263207	0.0029466373445004	-1.84721731263207	384	393	466	88	81	36	278.914151623622	333.192926321661	316.169054841711	86.1964247158813	96.7296689357318	75.0677630167087	Up_hep_Down_hep_wssv
XM_027369381.1	57.7856778987758	1255.75176794015	-1.54963251347718	0.999999199337027	-4.44169552888083	8.00662972810784e-07	4.44169552888083	22	104	102	374	426	1387	15.9794566034366	88.173191698353	69.2043853945377	366.334805042495	508.72640699533	2892.19409178264	Down_hep_Up_hep_wssv
XM_027369398.1	46.5564640274102	485.00597003407	-1.6655403409048	0.999787801160992	-3.38094911127878	0.000212198839008138	3.38094911127878	48	70	67	298	403	327	34.8642689529527	59.3473405661991	45.4577825630787	291.892438242416	481.259957791357	681.865514068437	Down_hep_Up_hep_wssv
XM_027369406.1	534.435493174538	129.37563998975	1.15183323528206	0.997040175519144	2.04644982462668	0.00295982448085641	-2.04644982462668	774	615	766	76	116	84	562.186336866362	521.408777831607	519.711364825646	74.4423668000793	138.526439463517	175.158113705654	Up_hep_Down_hep_wssv
XM_027369430.1	44.2721696393313	270.421351335813	-1.43562817283122	0.996530702694028	-2.61073708305493	0.00346929730597234	2.61073708305493	50	49	81	308	184	139	36.3169468259924	41.5431383963394	54.9564236956623	301.687486505584	219.731593631786	289.84497387007	Down_hep_Up_hep_wssv
XM_027369431.1	1505.75374443561	490.884570781946	1.24579509893393	0.995732418545097	1.61703012002984	0.00426758145490258	-1.61703012002984	2227	1586	2292	312	422	318	1617.5568116297	1344.64117339988	1555.06324827726	305.605505810852	503.949633220726	663.09857331426	Up_hep_Down_hep_wssv
XM_027369438.1	51.6039807575585	310.477808110817	-1.32458234712094	0.998617810482156	-2.58893588794623	0.00138218951784397	2.58893588794623	49	75	82	295	201	193	35.5906078894725	63.5864363209276	55.6348980622754	288.953923763466	240.032882173853	402.446618395133	Down_hep_Up_hep_wssv
XM_027369448.1	40.0815381252503	269.089734530284	-1.43684932466861	0.996577826306413	-2.74707757684594	0.00342217369358733	2.74707757684594	39	58	63	286	176	152	28.3272185242741	49.1735107548507	42.7438850966262	280.138380326614	210.178046082578	316.952777181659	Down_hep_Up_hep_wssv
XM_027369450.1	51.9794088545577	260.653517273233	-1.31963325449911	0.99862489071325	-2.32612119617353	0.00137510928675044	2.32612119617353	76	62	71	262	171	154	55.2017591755084	52.5647873586335	48.1716800295311	256.63026449501	204.207078864323	321.123208460365	Down_hep_Up_hep_wssv
XM_027369455.1	47.0479438530316	252.0174658605	-1.42814135418137	0.996290859500218	-2.42132014295249	0.00370914049978155	2.42132014295249	61	55	74	255	176	142	44.3066751277107	46.6300533020136	50.2071031293705	249.773730710792	210.178046082578	296.100620788129	Down_hep_Up_hep_wssv
XM_027369460.1	234.585852398023	47.8593320486686	1.10938759020437	0.994953712202671	2.29324384163841	0.00504628779732941	-2.29324384163841	239	238	484	54	48	16	173.595005828244	201.780957925077	328.381593440747	52.893260621109	57.3212852952485	33.3634502296483	Up_hep_Down_hep_wssv
XM_027369461.1	220.162882834698	58.6116651009344	0.918147968271664	0.98939269478641	1.90931153746122	0.0106073052135897	-1.90931153746122	242	202	462	58	63	21	175.774022637803	171.259468491032	313.455157375259	56.8112799263763	75.2341869500136	43.7895284264134	Up_hep_Down_hep_wssv
XM_027369464.1	95.1583606762551	398.517367428666	-1.16869147188795	0.995349869314002	-2.06624027506959	0.00465013068599762	2.06624027506959	125	144	107	330	376	203	90.792367064981	122.085957736181	72.5967572276032	323.236592684555	449.01673481278	423.298774788663	Down_hep_Up_hep_wssv
XM_027369471.1	30.8610528226379	262.964392151808	-1.56505193843719	0.999996811569961	-3.09100827298565	3.18843003921376e-06	3.09100827298565	35	28	64	290	194	131	25.4218627781947	23.7389362264797	43.4223594632393	284.056399631881	231.673528068296	273.163248755246	Down_hep_Up_hep_wssv
XM_027369479.1	49.0085387819125	255.480497560658	-1.29889352305447	0.998833111087502	-2.38210812763547	0.00116688891249817	2.38210812763547	74	50	75	255	162	155	53.7490813024687	42.3909575472851	50.8855774959836	249.773730710792	193.459337871464	323.208424099718	Down_hep_Up_hep_wssv
XM_027369487.1	35.1888716285093	253.940415349585	-1.45861499918609	0.996995958089099	-2.8512988640637	0.00300404191090087	2.8512988640637	37	40	66	309	154	132	26.8745406512344	33.9127660378281	44.7793081964655	302.666991331901	183.905790322256	275.248464394599	Down_hep_Up_hep_wssv
XM_027369495.1	40.9369762205651	241.560074910283	-1.42117755540233	0.99625087111022	-2.5609055776793	0.00374912888977985	2.5609055776793	50	42	75	261	171	127	36.3169468259924	35.6084043397195	50.8855774959836	255.650759668693	204.207078864323	264.822386197834	Down_hep_Up_hep_wssv
XM_027369502.1	39.935884439079	308.949345378865	-1.66854273042806	0.999852910102023	-2.9516127468112	0.000147089897977404	2.9516127468112	44	50	67	328	212	169	31.9589132068733	42.3909575472851	45.4577825630787	321.277583031921	253.169010054014	352.40144305066	Down_hep_Up_hep_wssv
XM_027369503.1	2943.4663314939	455.202564811076	2.48264821491841	0.999998950135091	2.69293553408408	1.0498649085644e-06	-2.69293553408408	4675	3042	4209	523	292	242	3395.63452823029	2579.06585717682	2855.6986090746	512.281024163703	348.704485546095	504.622184723431	Up_hep_Down_hep_wssv
XM_027369509.1	27.1369975095777	255.299648459664	-1.70677580515161	0.999999881168939	-3.23385853909517	1.18831061324265e-07	3.23385853909517	39	25	47	266	163	149	28.3272185242741	21.1954787736425	31.8882952308164	260.548283800277	194.653531315115	310.6971302636	Down_hep_Up_hep_wssv
XM_027369540.1	865.897026648112	96542.6765102043	-3.69392933859527	1	-6.80082754541042	0	6.80082754541042	476	1503	1441	43876	72078	77007	345.737333783448	1274.27218387139	977.681562289498	42976.7537594773	86075.0750314775	160576.200739658	Down_hep_Up_hep_wssv
XM_027369544.1	5884.27634838951	245.952469111545	3.0107642369219	1	4.58041355929511	0	-4.58041355929511	10924	5556	7381	259	37	211	7934.52654254282	4710.48320265432	5007.8192999714	253.69175001606	44.1851574150874	439.980499903487	Up_hep_Down_hep_wssv
XM_027369545.1	48.5153640562675	9.98206121354397	0.829987831738941	0.988793316205943	2.28103204249422	0.0112066837940571	-2.28103204249422	75	53	68	19	6	2	54.4754202389886	44.9344150001222	46.1362569296918	18.6105917000198	7.16516066190606	4.17043127870604	Up_hep_Down_hep_wssv
XM_027369546.1	54.316548400415	5.85781317002751	1.05619179600197	0.994841661481118	3.2129577194595	0.00515833851888214	-3.2129577194595	63	59	99	12	4	0	45.7593530007504	50.0213299057964	67.1689622946983	11.754057915802	4.77677377460404	1.04260781967651	Up_hep_Down_hep_wssv
XM_027369552.1	1630.73885630115	48469.2124565479	-2.55765630673079	1	-4.89347096634749	3.33066907387547e-16	4.89347096634749	1765	2236	2527	24889	20240	46450	1281.98822295753	1895.72362151459	1714.50472443134	24378.8956221996	24170.4752994964	96858.2664479478	Down_hep_Up_hep_wssv
XM_027369595.1	324.97082822766	100.598098784738	0.939958146251411	0.9905082819731	1.69170717729439	0.00949171802689963	-1.69170717729439	433	318	576	74	89	59	314.504759513094	269.606490000733	390.801235169154	72.4833571474456	106.28321648494	123.027722721828	Up_hep_Down_hep_wssv
